2399;Herakliusz;Rayes;23-Dec-96;1788;4;673
2400;Jordan;£ebitka;10.mar.21;994;1;744
2401;Spycimir;Macinkiewicz;04.mar.09;1070;3;431
2402;Ezdrasz;Deszczó³ka;21-Nov-93;1784;2;1384
2403;Leopold;Hoionka;7-Sep-10;1644;1;1138
2404;Krzysztof;Ku³dosz;19-Dec-13;2007;3;432
2405;Jaczewoj;Jowanowski;7-Aug-98;179;2;1566
2406;Horacy;Hilgartner;6-Oct-01;54;4;431
2407;Zdzis³aw;Sznurewicz;5-Oct-03;1473;4;1930
2408;Sieciech;Profaserowicz;16-Oct-03;1228;2;645
2409;Godzis³aw;Jachibowska;30-Aug-02;719;1;996
2410;Janusz;Gryzbowska;24-Nov-13;821;3;1033
2411;Cezariusz;Wasylynko;27-Oct-98;1709;3;1125
2412;Augustyn;£agota;23-Oct-12;72;3;910
2413;Galezy;Ma³urzewska;23-Oct-98;683;1;1709
2414;Kalasanty;Ku¿d¿yñ;20-Jun-17;1672;3;801
2415;Roœcimir;Samliñska;14-Nov-08;667;4;89
2416;Brykcjusz;Hordi;21-Jun-98;408;4;295
2417;Wolmar;Wyglendacz;28-Feb-14;140;3;1602
2418;Wiêcemi³;Tê¿yñski;6-Jun-03;654;3;804
2419;Batszeba;Czechnowska;01.mar.21;981;3;47
2420;Racis³aw;Dydymus;29-Oct-98;1586;2;740
2421;Marcin;£obuszewska;12.mar.16;1073;3;645
2422;Cyriak;Krzyminzniak;13-Jun-17;584;4;58
2423;Przemys³aw;Karpieñko;20-Dec-18;750;3;1992
2424;Kondrad;Pisulla;6-Jul-98;62;3;318
2425;Heliodor;Szmiela;19-Apr-00;730;4;1349
2426;Demetriusz;Surnikowski;21-Apr-15;1018;3;682
2427;Damian;Gursztyñ;22-Aug-01;1940;3;779
2428;Wit;Hachu³ka;8-Apr-00;168;2;1675
2429;Goœcis³aw;Collignon;19-Feb-13;1602;1;1284
2430;Niegomir;Koluszko;9-Jun-15;302;2;674
2431;Sykstus;Pasierbkiewicz;29-Dec-07;296;1;262
2432;Unis³aw;£achacki;26-Aug-06;1422;2;620
2433;Serafin;Lebiedzik;20-Sep-17;1763;3;1490
2434;Tomi³;Woromin;31-Jul-00;1771;4;1673
2435;Racimir;Slenczek;7-Nov-12;74;1;716
2436;Natan;Krajcan;5-Apr-91;875;1;1976
2437;Mamert;Strobia;9-Jan-08;1877;1;1374
2438;Witomi³;Medejczyk;9-Sep-92;19;3;1360
2439;Apolinary;B³ajdo;17-Dec-05;900;1;1156
2440;Galezy;Schot;28-Jan-92;669;2;669
2441;Machabeusz;Wrêbikowska;21-Nov-18;2035;2;559
2442;Boles³aw;Poroszczuk;24-Jun-14;1025;3;536
2443;Bogusz;Balcarzyk;18-Jul-91;1147;1;1150
2444;Prudencjusz;Szafenberg;9-May-07;1609;2;1784
2445;Zbygniew;Zaprzala;23-Feb-06;993;2;452
2446;Dobiemir;Tywczyñski;13-May-91;2135;3;1771
2447;Dobrowit;Wolaczyk;4-Oct-16;1018;3;164
2448;Nadbor;Burek;17-Oct-92;197;4;1588
2449;Daniel;Bzykowska;13.mar.91;1808;2;837
2450;Radzis³aw;Kozieradzki;11-May-01;752;1;247
2451;Anicet;M¹tkiewicz;5-Aug-19;228;3;1006
2452;Wadim;Ciszkieluk;17-Jan-02;776;2;1661
2453;Gebhard;Brechuñ;1-Nov-20;112;1;418
2454;Bjorn;Styw;12-Dec-15;1760;4;1031
2455;Arkady;Heubner;17-Jul-22;442;1;1269
2456;Telesfor;Nesteriak;25-Jan-90;509;2;1319
2457;Bo¿ebor;Nadroski;13.mar.13;1044;3;1068
2458;Achacy;Ranachowski;9-Sep-97;58;1;1083
2459;Asteriusz;Waszczyñski;11-Nov-16;2117;4;1159
2460;Cecylian;Ka³uzka;8-Dec-18;770;4;418
2461;Pawe³;Balor;16-Jun-13;488;4;1591
2462;Emil;Bognowiec;18-May-98;1945;2;743
2463;Lenart;Rossdeutscher;4-May-04;1312;3;589
2464;Beatryks;Nehrybecki;28-Apr-11;950;1;1378
2465;Lutobor;Samojtowicz;2-Feb-17;703;3;260
2466;Klemens;Domanicz;11-Jun-21;219;2;580
2467;Wyszemir;Skarmachowicz;11-May-09;973;4;1210
2468;Samson;Wacienko;2-Nov-00;1508;4;700
2469;Walerian;Bryniora;24-May-19;1210;3;557
2470;Szymon;Hajnike;14-May-22;2092;4;330
2471;Mêcimir;Litawor;29-Jun-95;1426;4;3
2472;Beatryks;Beek;3-Dec-05;2146;4;150
2473;Czêstomir;Horsen;18-Sep-97;155;1;661
2474;Mi³owan;Zdziubana;19-Aug-12;37;1;1356
2475;Dalemir;Trausolt;11.mar.90;815;4;392
2476;Marcin;Zubrowski;9-Oct-01;1962;4;1810
2477;Walerian;Bigosiñski;12-Feb-09;1233;4;767
2478;Lucjan;Kontratowicz;4-Dec-95;1557;4;1315
2479;Achacy;Dygner;21-Sep-21;820;3;287
2480;Agenor;Bonterowski;24-Nov-16;1533;3;1163
2481;Marcjal;Byrsko;16-Oct-97;1311;2;1620
2482;Pêcis³aw;Babiowska;16-Nov-92;1719;1;1969
2483;Teobald;Kubena;8-Nov-15;116;3;1532
2484;Gracjan;Kaplanek;27-Dec-98;340;1;1983
2485;Salomon;Tutek;11-Apr-21;1186;3;900
2486;Miligost;Warembski;18-May-02;1266;3;436
2487;Arkady;Siajkowski;22-Dec-16;49;3;1582
2488;Wojciech;Makrzecki;20-Jul-08;1820;1;1765
2489;Niemir;Minczyñski;29-Aug-07;1884;2;1651
2490;Noemi;Janasiñski;20-Aug-94;2057;4;1171
2491;Krzesis³aw;Fimiasz;8-Oct-16;793;4;675
2492;Dalemir;Gadziacki;15-Jul-95;1604;1;1588
2493;Wolimir;Junkiewicz;12-Aug-20;2057;4;49
2494;Suliwoj;Gierdalski;29.mar.91;1001;1;461
2495;Paulin;Kiesiak;9-May-98;1924;4;1192
2496;Juliusz;Malawko-Murawski;1-Aug-18;882;1;196
2497;Mironieg;Mach;4-May-96;874;2;1088
2498;Dobrowiest;Szlejkin;29-Aug-04;25;3;1251
2499;Emiliusz;Krajniczyn;15-Oct-91;743;1;1056
2500;Ferdynand;Tymaszkiewicz;22-Jun-15;367;4;537
2501;Lambert;Mroczek-Gliszczyñski;21-Apr-97;1699;1;793
2502;Wolfgang;Moj¿uk;23-Nov-02;1630;2;1230
2503;Denis;Hupasz;7-Jan-19;2026;1;1205
2504;Abercjusz;Zozuliñski;1-Feb-15;1051;3;1075
2505;Sulis³aw;Rozalczyk;2-May-20;476;2;1935
2506;Leonidas;Soboszczyk;20-Jul-92;48;1;593
2507;Zdziwoj;Ulman-Ulmañski;12-Oct-99;1109;1;1791
2508;Emil;Pitraszko;28-Jul-12;254;3;372
2509;Dobrowój;Pawin;30.mar.96;679;2;27
2510;Mi³owit;Stichlok;7-Nov-98;809;1;782
2511;Artus;Poczynek;10-Jun-01;193;3;505
2512;Bo¿ymierz;Hanska;6-Jan-12;1607;4;994
2513;Nadmir;Klinek;22-May-17;1997;1;1784
2514;Przybyrad;Klejster;14-Oct-99;1876;4;1893
2515;Radomi³;Kuchniczek;31.mar.20;2142;1;951
2516;Uniemys³;Mejksztan;7-May-19;1475;1;1877
2517;Sulibor;Deptuza;8-Sep-13;1011;3;55
2518;Pius;Wa³cas;5-May-90;221;2;1078
2519;Arnold;Bence;20-Jul-14;1234;2;1395
2520;Eugeniusz;Jugiel;29-Nov-98;209;3;233
2521;Hugon;Kluków;15-Jul-15;1322;4;290
2522;Goœcis³aw;Piernikorczyk;20-Aug-13;1280;1;1379
2523;Agatonik;Dugulska;23-Sep-20;991;3;247
2524;Redogort;Froñski;19-Jul-92;1275;3;817
2525;Fidelis;Strekenbach;18-Aug-07;1924;4;886
2526;Ado;Warias;6-May-00;659;1;829
2527;Domarad;Przychoæko;19-Dec-11;1666;4;737
2528;Lutobor;Neisch;24-Jun-12;736;3;1331
2529;Wiaczes³aw;Piezga;22-Oct-06;2147;4;163
2530;Sobies³aw;Klimbek;24-Dec-10;463;3;323
2531;Walenty;Ró¿ybowski;20-Feb-19;871;2;1201
2532;Serwacy;Hurakowska;18-Nov-05;35;2;522
2533;Auksencjusz;Rerens;12-Jan-22;934;3;152
2534;Spycimir;Truchno;12-Feb-98;1512;3;1071
2535;Ders³aw;Jambroziñska;25-Aug-93;352;4;277
2536;Zachariasz;Dolbniak;12-Jul-10;1181;3;408
2537;Zenobiusz;Jab³oñski vel B³oñski;29-Dec-91;499;1;68
2538;Bêdzimir;Wabrzycka;7-Apr-94;1893;2;972
2539;Agatonik;Grygianiec;20.mar.20;686;3;497
2540;Adolf;Nedzyñski;30-Nov-18;2141;1;1139
2541;Oleg;Sneliñski;12-Feb-03;1683;1;1150
2542;Ziemowit;Derydowicz;06.mar.92;271;2;218
2543;Dionizjusz;Kiefel;17-Aug-99;1413;1;1244
2544;Œwiêtobor;So³upiak;8-Oct-03;2116;3;506
2545;W³odzimierz;Brejnik;17-Feb-18;321;3;1490
2546;Miligost;Sobbek;29-Apr-02;1187;4;521
2547;Spycimir;Hunkiewicz vel Hankiewicz;27-Jun-10;1056;1;1667
2548;Roœcigniew;Christofferson;27-May-01;1545;1;407
2549;Oswald;Gucha³a;23-Jul-01;452;1;1918
2550;Ramon;Powierza;20-Oct-08;398;3;97
2551;Modest;Krywczykowicz;31-Oct-18;714;2;456
2552;Cecyliusz;Benisiewicz;11.mar.99;1377;2;1325
2553;Wiaczes³aw;Trzebiañski;22-Oct-21;7;1;178
2554;Samson;Bidol;9-Jan-21;1414;2;1707
2555;Jazon;Basner;14-Feb-01;645;1;606
2556;Wszeciech;Rysiuk;19.mar.90;582;3;1188
2557;Libert;Fisakowska;7-Apr-00;808;4;920
2558;Goliat;Buniak;5-Oct-92;2050;3;221
2559;Saturnin;Bie³;10-Aug-06;879;3;1570
2560;Mieczys³aw;Kantyñski;04.mar.18;1391;4;526
2561;Miron;Switula;24-Feb-10;2048;1;1527
2562;Florenty;Gryniewiecki;14-Apr-18;1417;4;919
2563;Pudens;Haka³ów;24-May-04;2057;2;1816
2564;Anicet;Orbitan;31-May-11;1772;1;943
2565;Ninogniew;Kurznik;9-Oct-91;65;4;1747
2566;Orestes;Baduñ;14.mar.99;1739;3;1018
2567;Jaromir;Aszemberk;24-Oct-07;1306;3;1834
2568;Bohdan;Mielaniak;30-Jun-05;1410;4;60
2569;Radzimir;Rumieñkiewicz;9-Nov-01;664;2;1157
2570;Tomis³aw;Bancarewicz;14-Jun-93;433;1;1539
2571;Marcin;Mentelewska;21-May-00;933;2;1222
2572;Juliusz;Wojtycza;26-Feb-22;1409;1;1788
2573;Uriasz;Dzianiszewska;30-Jun-08;1122;2;259
2574;Bolebor;Szo³odra;22-Sep-19;600;2;1028
2575;Jeremi;Reinfuss;12-Jul-95;63;3;1662
2576;Roland;Kajanek;13-Jun-07;1813;2;1663
2577;Sylwan;Kubajok;06.mar.21;1495;1;41
2578;Pakosz³aw;Herzik;18-Feb-07;1637;3;1548
2579;Siestrzemi³;Goertner;2-Sep-20;191;2;639
2580;Karol Boromeusz;Bejmuk;10-Sep-18;1260;3;1855
2581;Torpet;Jaszczo³;15-Jun-09;1416;3;1495
2582;Salwator;Bisienkiewicz;18-Oct-15;1307;2;850
2583;Stojgniew;Bylnik;5-Dec-92;1086;1;1406
2584;Festus;Borgul;4-Nov-06;5;4;1255
2585;Leonard;Nadalewicz;7-Dec-21;131;1;496
2586;Roœcis³aw;Huñkowski;1-Oct-10;503;2;217
2587;Zefir;Kierunczak;26-Dec-03;31;4;1704
2588;Wies³aw;Siefanides;3-Jul-90;228;3;752
2589;Sambor;Dereñgowska;28-Nov-97;235;4;1288
2590;Sieciech;Niwojno;16-Dec-05;220;2;515
2591;Przedpe³k;£upie¿owicz;19-Sep-05;661;1;1517
2592;Œwiatozar;Neyfekd;13-Oct-00;985;1;1039
2593;Egon;Betiuk;6-May-13;1523;1;1910
2594;Wojmir;H³adyniuk;18-Oct-18;73;3;1757
2595;Achacy;Ciechanowicz;15-May-97;1612;2;1864
2596;Drogos³aw;Jebara;5-Feb-02;1824;2;1529
2597;Kalikst;Kutscher;11-Sep-12;1465;4;1574
2598;Radzimir;Eugler;14-Aug-98;1614;2;255
2599;Odo;Pietrzaszek;6-Jun-07;21;4;1840
2600;August;Gaspary;22-Dec-17;1550;4;1015
2601;Jerzy;Makiolczyk;22-Jul-09;501;2;587
2602;Laurenty;Bêcalski;6-Sep-07;732;3;979
2603;Jacenty;Zyba;8-Aug-12;628;1;947
2604;Hadrian;Cierpiesz;28-Jul-96;420;2;620
2605;Laurenty;Julian;20-Dec-07;1172;4;1184
2606;Antoni;Kaœmierska;1-Aug-93;2058;4;523
2607;Epifan;Rajdakowska;30-Sep-90;100;3;942
2608;Sawin;Strugulewski;18-Apr-94;1071;2;1057
2609;Gotfryd;Jalenicka;10-May-02;791;4;376
2610;Broniwoj;Melasiñska;12.mar.95;1271;1;1296
2611;Ruben;Piwowoñski;21-Dec-22;366;3;1260
2612;Charyzjusz;Baluszek;9-Oct-08;1250;3;1909
2613;Benedykt;Grudzi³owicz;29-Oct-11;641;3;511
2614;Tolis³aw;Rawojt;06.mar.22;1670;2;912
2615;Kornel;Doberschütz;05.mar.12;418;3;1725
2616;Kurt;Swet;07.mar.17;11;4;1597
2617;Godzisz;Zakstankiewicz;28-Apr-92;1613;4;324
2618;Melchior;Sapruka;29-Oct-05;1742;3;1589
2619;Felicjan;Buhmann;19-Jun-18;2088;3;396
2620;Wszeciech;£yœniewski;3-Jun-15;357;2;1535
2621;Cieszys³aw;Marynka;26-May-99;437;1;508
2622;Hadrian;Piesio;12-Jul-93;808;2;956
2623;Radzis³aw;Szwaizer;25-Oct-02;963;3;1869
2624;Gajusz;Melikian;21-Aug-15;455;3;1815
2625;Uniemys³;Bestyñski;20-Nov-13;484;1;1886
2626;Domamir;Knakowski;21-Apr-04;974;1;1459
2627;Szwieciech;Bu³aczyñski;19-Jan-96;861;2;1756
2628;Aurelian;Stanis³awiok;9-Apr-15;2055;3;1205
2629;Mateusz;Rêkiewicz;14-Jul-14;706;4;4
2630;January;Szemeiter;30-Oct-00;1622;3;202
2631;Wolimir;Brasendorf;8-Apr-99;37;2;1545
2632;Drogos³aw;Mennig;6-Feb-17;1662;3;558
2633;Sulis³aw;Jêndrzejewska;11-Dec-90;1200;3;683
2634;Skarbimir;Probachta;26-Feb-12;928;1;1381
2635;¯ywis³aw;Oranin;29-Jul-14;1132;3;1917
2636;Euzebiusz;Machwiej vel Mocha;8-Dec-20;171;1;1852
2637;Miromir;Piotraszko;17-May-00;1349;4;1134
2638;Duszan;Colonna;19.mar.97;512;4;1994
2639;Namys³aw;Keresztes;16.mar.19;1748;1;706
2640;Czcirad;¯urawski;13-Dec-93;116;1;860
2641;Dobros³aw;Pyrtak;22-Apr-01;502;2;852
2642;Renat;Stasyk;7-Sep-15;604;2;1408
2643;Krystian;Pieklo;17-Aug-09;1857;2;281
2644;Julian;Kunys;21-Jul-99;2040;3;1582
2645;Karp;Orochla;8-Jul-20;1124;3;1041
2646;Andron;Palikarska;27-Dec-21;500;3;1304
2647;Celestyn;Churcz;30-Aug-05;1562;2;819
2648;Krzysztof;Aftamiñski;13-Apr-91;895;1;1063
2649;Mauryn;Tallarek;8-Nov-12;410;3;1834
2650;Czcibor;Holub;7-May-92;217;3;1670
2651;Sawin;Snowalski;22-Jan-10;1155;3;860
2652;Dalemir;Szmig;25-Oct-19;1877;2;1776
2653;Wawrzyniec;Czurbakow;22-Feb-92;2044;2;1699
2654;Domarat;Comborowski;31-Oct-91;1986;4;455
2655;Stefan;Hyleñski;10.mar.90;366;2;764
2656;Pawe³;Arma¿a;25-Sep-98;905;3;1514
2657;W³odziwoj;Zingier;11-Nov-06;174;1;465
2658;Tezeusz;Gardyjan;28-Sep-94;1854;1;1913
2659;Albrecht;Grombczewski;18-Jul-93;229;2;373
2660;Skarbimierz;Klinczyk;14-Oct-90;2022;3;683
2661;Niedamir;Walesiak;21-Jan-17;1684;1;863
2662;Gorgoncjusz;Imborska;19-Dec-90;1898;2;1303
2663;Dariusz;Marunowski;20-Sep-00;966;3;512
2664;Flawiusz;Frendowski;4-Sep-11;1955;2;1334
2665;Klet;Tylenda;15-Sep-10;1235;1;1543
2666;Hortensjusz;Omar;10-Aug-15;1987;4;1459
2667;Tomis³aw;Gstier;17-Dec-05;117;2;1080
2668;Spycimir;Rubnikiewicz;9-Dec-12;373;2;1949
2669;Gerhard;Wuziñski;2-May-00;1186;3;1684
2670;Niegomir;Kegler;23-Jun-05;1607;3;163
2671;Fabian;Peteciñski;25-May-01;1808;2;1018
2672;Mi³ogost;B³akita;12-Sep-20;637;2;799
2673;Erast;P³awny;28-Jan-09;470;3;1628
2674;Cyriak;Diuczko;24-May-16;1958;1;1676
2675;Natalis;Minga;7-Aug-03;1492;2;1188
2676;Honoriusz;R¹dlewski;7-May-92;1181;3;864
2677;Walery;Szmundrowski;25-Oct-02;1113;2;861
2678;Torpet;Turaszek;6-Oct-17;869;1;400
2679;Gustaw;Bogdow;21-Nov-01;1222;2;764
2680;Waleriusz;Bernsztajn;23-Nov-93;1568;4;317
2681;Sylwester;Naro¿ka;3-Jan-97;1382;4;774
2682;Dragomir;Wistnik;20-Apr-19;54;3;1138
2683;Szczepan;Bo¿en;5-Jun-15;302;3;204
2684;Alban;Karmilczyk;15-Jul-15;587;3;367
2685;Cecylian;Klomp;30-Apr-15;1532;3;420
2686;Walenty;Sztyglic;19-Jun-91;1859;3;781
2687;Julian;¯ymu³a;03.mar.94;245;1;1906
2688;Mieszko;Grzebielis;21.mar.19;966;1;65
2689;Albrecht;Skarupa;16.mar.93;1110;2;451
2690;Jakub;Concman;21-Jun-11;692;4;1302
2691;Sewer;Juczkowicz;7-Oct-90;1699;2;1300
2692;Sulibor;Pieraszewski;12-Aug-16;938;2;1169
2693;Jonatan;Watszon;2-Sep-10;1711;3;1002
2694;Bogumi³;Zaband¿a³a;17-Feb-11;1656;2;983
2695;Wies³aw;Bardej;29-May-03;1400;4;1442
2696;Amin;Krucznowski;7-Jul-02;1593;2;1378
2697;Wies³aw;Sklepkowicz;14-Nov-15;360;1;622
2698;S³awosz;Kondzo³ka;29-Sep-00;353;1;1689
2699;Spycimir;Sobsyn;5-Dec-05;1591;4;1303
2700;Lubogost;Jendreczko;21-Apr-14;1911;3;1983
2701;Pawe³;Simonowic;9-Feb-95;49;1;303
2702;Paramon;Guckler;15-Oct-09;167;4;1688
2703;Saturnin;Woloszczuk;6-Nov-20;597;4;1754
2704;Zygmunt;Klimon;17-Dec-19;27;2;416
2705;Orfeusz;Bilczyk;02.mar.02;303;4;965
2706;Ageusz;Westrajch;17-Dec-01;1620;2;495
2707;Emeryk;Rowgiejsza;18-Feb-20;1556;3;110
2708;Uniemys³;Brusi³ow;18-Dec-95;473;3;1699
2709;Zdzimir;Kokosz;16-Apr-09;878;3;1299
2710;Roger;Gniotczyk;20-Jan-20;1139;3;1715
2711;Samson;Falian;29-May-17;1875;3;1395
2712;Magnus;Maksymiec;1-Dec-09;973;4;416
2713;Ildefons;Zwiahel;28.mar.94;1523;2;748
2714;Alan;Fostiak;30-Aug-13;1643;3;1225
2715;Moj¿esz;Gurma;30.mar.97;1552;4;139
2716;Benignus;Wabisiak;26.mar.98;400;4;1168
2717;Jan;Oltuszewska;7-Feb-18;569;3;1053
2718;Symeon;Howdziej;23-Jun-16;246;2;884
2719;Morzys³aw;Gryzoñ;21-Sep-15;1988;4;1251
2720;Joachim;Kauf;10-Nov-05;69;4;1393
2721;Herman;Widlaczyk;12-Jul-22;2044;4;1848
2722;Wieñczys³aw;Ga³dan;6-Aug-92;4;1;482
2723;Cierpis³aw;Ludas;15-Nov-21;1272;3;1553
2724;Redogort;Hofmann;29-Sep-14;1534;2;1705
2725;Uniewit;Kiowski;24-Nov-03;274;3;798
2726;Cierpis³aw;Lipschütz;19-Jun-17;1233;4;724
2727;Dobies³aw;Tryszno;10-Jun-00;266;2;818
2728;Damian;Madoñ;9-Aug-09;1926;3;764
2729;Orfeusz;Si³akowicz;26.mar.14;1919;1;244
2730;Dionizjusz;Anteczek;8-Jan-04;945;1;1854
2731;Dobromir;Camlet;1-Sep-09;1479;2;1861
2732;Arkadiusz;Maschuff;27-Apr-95;1358;1;174
2733;Pompejusz;GwiŸdz;3-Jun-12;1874;4;1354
2734;Paschalis;Matczak vel B³aszczyk;22-Feb-22;789;1;763
2735;Budziwoj;MóŸd¿eñ;4-Oct-94;60;4;925
2736;Emilian;Kokutko;24-Jun-98;599;1;1556
2737;Kanty;Dorygi;29-Nov-15;1363;1;1235
2738;Flawian;Konderia;16-Apr-97;575;3;1343
2739;Rupert;Klijer;19-Jul-04;225;3;1846
2740;Sofroniusz;Kazielewski;6-Jan-14;1965;1;1493
2741;Ulryk;Kuœnier;24-Nov-01;100;2;1467
2742;Przybyrad;Sêdziuk;8-Dec-04;858;4;1880
2743;Kalistrat;¯ubkowski;17-Jun-13;749;1;1278
2744;Leopold;Królicki;13-Nov-03;1185;4;1741
2745;Saul;£ominek;24-May-07;1403;1;1821
2746;Lubomierz;Franus;6-Jun-91;901;1;448
2747;Erazm;Kiklicka;4-Jul-94;2134;2;251
2748;Niemir;Kra³aza;16-Jul-03;1497;3;14
2749;Jerzy;Kêpsk;11-Jun-08;538;3;253
2750;Toligniew;Permuter;11-Sep-01;526;2;1724
2751;Justynian;Furda;22.mar.13;1073;1;459
2752;Bogurad;Wojtom;11-Dec-99;1055;4;1392
2753;Racibor;Fotiadis;5-Jan-96;1763;2;1826
2754;Amon;Czuba-Czubiak;31-May-97;1410;2;1281
2755;Mamert;Dradzeñ;23.mar.95;1782;1;224
2756;Asteriusz;Chalubiak;23-May-98;758;4;1142
2757;Wilibald;Honryks;9-Jan-00;87;2;509
2758;Alpinian;Wayœ;15-Dec-10;282;2;1255
2759;Gajusz;Kuniczek;22-Jan-95;1384;3;982
2760;Sulpicjusz;P³onczak;03.mar.11;1733;3;1576
2761;Ruben;Milla;18-Feb-13;57;2;1680
2762;Dobiemir;Kosbot;1-Aug-98;237;2;1258
2763;Justyn;Murzylska;4-Aug-99;19;1;460
2764;Prochor;Mus³us;24-Jun-14;1980;3;741
2765;Wszeciech;Jaklowski;6-Dec-19;2017;3;834
2766;Zbys³aw;Bletek;19-Aug-99;82;3;567
2767;Patrycjusz;Furmaniuk;29-Nov-18;2013;1;1962
2768;Bo¿ywoj;Skowróñska;11-Jun-22;250;4;1064
2769;Kajetan;Dziubrzyñska;4-Jun-00;10;3;1324
2770;Roœcigniew;Bartyska;25-Sep-00;970;2;1125
2771;Ulrych;Przêzak;4-Jun-95;777;3;1081
2772;Chrystian;Zió³ecki;23-Aug-93;352;3;201
2773;Suliwoj;Schnude;6-May-08;609;3;181
2774;Onufry;Cho³ada;24-Jun-14;733;3;536
2775;Agatonik;Tuczapiec;9-Feb-90;1959;3;1022
2776;Tytus;Skangiel;27-Jul-18;1;1;1927
2777;Sergiusz;Wasal;14-Jun-20;1265;3;781
2778;Dominik;Wyporna;17.mar.99;956;3;1645
2779;Mœcibor;Selucha;10-Sep-22;1202;2;301
2780;Wojs³aw;Serwich;25.mar.21;1776;3;357
2781;Godfryd;Bo¿icz;13.mar.05;678;2;1312
2782;Bazylid;P³achecki Von Falken;5-Jan-08;721;3;533
2783;Gos³aw;Steszuk;17-Dec-93;704;4;782
2784;Jazon;Lewdo;26-May-90;1939;1;1258
2785;Goœcirad;Po³uszanczyk;14-Dec-92;1994;3;1858
2786;Jaros³aw;Kizyñ;5-Jul-05;1566;3;221
2787;Bogusz;Jósiak;6-Sep-93;1786;4;15
2788;Ambro¿y;Botta;24-Dec-09;650;1;574
2789;Zdzibor;Peyret;10-Sep-03;2081;4;672
2790;Rufus;Pyrak;13-Nov-92;964;1;835
2791;Bronimir;Fomalak;17-May-16;1286;3;1813
2792;Leon;Witkoszewska;23-Apr-14;740;4;1651
2793;Agaton;Mykiesiuk;14-May-22;1706;4;1759
2794;Lewin;Sumakier;16-Nov-18;152;3;1304
2795;Lutobor;Weihsbrich;11-Oct-10;1013;1;1159
2796;Bertram;Bieniec;10-Sep-10;1398;1;461
2797;Gerard;Mawricz;13.mar.90;576;2;414
2798;Radzim;B³a¿ejczyn;22-Dec-18;1900;2;1817
2799;Innocenty;Litwon;04.mar.17;1661;2;26
2800;Rafael;Dmytraszyn;14-May-91;305;2;989
2801;Dobrowiest;Malszka;21-Jan-15;301;2;244
2802;Mirogniew;Neitzel;3-Jul-07;428;4;1734
2803;Odon;Foitor;1-Apr-11;635;1;1087
2804;W³odzimir;Maludy;24-Apr-03;134;4;465
2805;Drogomys³;Osmeda;12.mar.96;608;2;334
2806;Grzegorz;Wojde³owicz;11.mar.90;1267;3;1617
2807;Euchariusz;Obiega³ka;24-Feb-98;1533;2;1839
2808;Marek;Lipinczyk;17-Jan-92;1556;1;760
2809;Wyszomir;Zimler;25-Feb-90;1404;4;1027
2810;Bronisz;Dró¿ga;18-Aug-22;2086;1;1937
2811;Chwalis³aw;Manturyk;28-Jul-03;930;4;1580
2812;Samson;Ileniec;15-Feb-94;2139;4;1482
2813;Mi³owan;Zegota;1-Dec-16;1176;4;154
2814;Pelagiusz;Ziuka³o;6-Nov-92;361;1;948
2815;Dobiemir;Skaczków;18-Jan-19;1926;2;1278
2816;Irwin;Prochoñ;30-Jan-10;2072;4;485
2817;Bolemys³;Andrusiuk;31-Jul-12;804;1;1563
2818;Pius;£apiuk;12-May-10;1267;1;1706
2819;Kiejstut;Fiszera;16-Nov-14;1281;3;561
2820;Kastor;Sp³awa-Neyman;22-Jul-17;363;1;1672
2821;Hermes;P³ócienniczak;29-Aug-92;1487;2;3
2822;Wiêczys³aw;¯or;18.mar.20;1460;3;166
2823;Ryszard;Stachejko;24-Sep-21;1332;1;1017
2824;Bêdzis³aw;Witulich;16-Apr-08;1830;2;1231
2825;Wasyl;Swanowska;16-Oct-90;536;1;333
2826;Dezydery;Zeb;7-Dec-91;628;2;159
2827;Spirydion;Marcog;1-Jun-17;1600;2;261
2828;Cyryl;Surmaczyñski;11-Dec-99;1757;3;729
2829;Leodegar;Iljoszyk;1-Feb-06;66;1;1463
2830;Konrad;Stefiñski;29-May-20;886;4;1909
2831;Oktawian;£atuszkiewicz;13-May-08;1242;4;1352
2832;Leon;Huzij;29.mar.90;1984;4;1212
2833;Radowid;Gwiazdorowicz;31-Jul-01;1165;2;493
2834;Albin;Wojdy³o;28-Jan-01;29;3;78
2835;Ulrych;Skurek-Skurczyñska;15-Jun-95;654;3;1528
2836;Przybys³aw;Cumrzyñska;13-Jun-95;2147;4;1128
2837;Maur;Gawinkowski;18-Oct-13;388;3;522
2838;D³ugosz;Nadleœny;26-Dec-20;983;4;1262
2839;Donat;Teleczka;18-May-00;1782;4;354
2840;Przybygniew;Mieczkoñski;26-May-03;2085;2;747
2841;Kacper;Wandur;8-Sep-15;868;4;993
2842;Gwidon;Zyczko;22-Sep-92;1117;2;599
2843;Walenty;Moncel;1-Apr-01;1726;2;1650
2844;Cierpis³aw;Pochiluk;29-Feb-08;512;3;1003
2845;S¹domir;Lawecki;9-Jan-20;595;2;1594
2846;Nikodem;Spisgardt;12-Aug-91;1312;4;1697
2847;Barabasz;Karsieka;10-Oct-95;1312;2;1280
2848;Wyszomir;Bielwicka;28-May-99;2136;2;289
2849;Martyn;Spurgiasz;20-Feb-00;1679;3;713
2850;Danisz;Tykiewicz;11-Dec-01;471;4;1671
2851;Albin;Fiodorenko;14-Aug-99;115;4;1919
2852;Paschalis;Odrovits;19.mar.93;1009;4;1267
2853;Czes³aw;Œciegienny;20-Apr-16;45;4;694
